17044	B000A8WAWL	凯德MALL(太阳宫店)	116.4475437	39.97152566	116.4475437	39.97152566
17140	B00155Q7EO	凯德龙之梦购物中心(莘庄店)	121.3783295	31.10796029	121.3783295	31.10796029
GD000002	B000A7AFF1	双安商场	116.3258078	39.96646261	116.3258078	39.96646261
GD000008	B000A856LJ	朝阳大悦城	116.5185088	39.9244453	116.5185088	39.9244453
GD000032	B023B173VP	银泰城(城西店)	120.107697	30.29947475	120.107697	30.29947475
TY000049	B02130UB6M	万达广场(魏家庄店)	117.0028896	36.66266969	117.0028896	36.66266969
ZH000007	B0FFFD1MIU	珞珈创意体验城	114.3565099	30.5264196	114.3565099	30.5264196
TY000191	B0FFFAB6J2	首开广场	116.4732419	39.99323112	116.4732419	39.99323112
